dep_var,dep_table,indep_var,indep_table,n,cycle
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus48_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus49_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus50_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus51_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus52_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus53_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus54_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus55_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus56_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus57_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus58_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus59_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus60_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus61_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus62_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus63_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus64_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus65_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus66_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus67_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus68_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus69_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus70_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus71_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus72_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus73_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus74_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus75_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus76_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus77_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus78_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus79_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus80_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus81_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus82_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus83_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus84_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus85_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus86_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus87_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus88_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus89_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus90_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus91_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus92_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus93_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus94_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus95_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus96_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus97_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus98_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus99_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus100_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus101_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus102_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus103_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus104_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus105_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus106_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus107_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus108_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus109_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus110_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus111_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus112_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus113_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus114_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus115_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus116_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus117_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus118_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus119_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus120_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus121_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus122_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus123_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus124_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus125_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus126_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus127_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus128_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus129_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus130_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus131_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus132_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus133_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus134_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus135_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus136_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus137_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus138_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus139_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus140_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus141_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus142_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus143_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus144_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus145_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus146_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus147_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus148_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus149_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus150_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus151_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus152_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus153_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus154_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus155_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus156_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus157_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus158_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus159_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus160_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus161_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus162_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus163_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus164_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus165_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus166_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus167_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus168_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus169_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus170_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus171_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus172_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus173_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus174_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus175_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus176_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus177_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus178_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus179_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus180_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus181_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus182_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus183_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus184_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus185_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus186_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus187_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus188_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus189_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus190_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
TOOTH_DECAY_OHAROCDT,d_outcome_oh_f,RSV_genus191_relative,DADA2RSV_GENUS_RELATIVE_F_hellinger,3778,F
